street_number,actual_street_name,Suburb,price_realised_1895,details_1896,price_realised_1896,d_1895,d_1896,price_ratio,lprice_diff,lrents_diff,lgroundrents_diff,details_1897,price_realised_1897,d_1897,details_1898,price_realised_1898,d_1898,details_1899,price_realised_1899,d_1899,details_1900,price_realised_1900,d_1900,details_1901,price_realised_1901,d_1901,details_1902,price_realised_1902,d_1902,details_1903,price_realised_1903,d_1903,details_1904,price_realised_1904,d_1904,details_1905,price_realised_1905,d_1905,details_1906,price_realised_1906,d_1906,details_1907,price_realised_1907,d_1907,details_1908,price_realised_1908,d_1908,details_1909,price_realised_1909,d_1909,details_1910,price_realised_1910,d_1910,details_1911,price_realised_1911,d_1911,details_1912,price_realised_1912,d_1912,details_1913,price_realised_1913,d_1913,details_1914,price_realised_1914,d_1914
20,GLOUCESTER ROAD,HOLLOWAY,,"UT 56 YEARS, GR £5, WR £46 16S.",255,0,-1,0.784313726,-0.242946179,-0.444685821,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 39 YEARS, GR 5/0/0, YR 30/0/0",200,1,,,0
24,QUEEN'S TERRACE,ST. JOHN'S WOOD,,"UT 23 YEARS, GR £10, R £70",350,0,-1,0.271428571,-1.304056263,-0.074107972,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 7 YEARS, GR 10/0/0, YR 65/0/0 (SUBLEASED FOR WHOLE TERM, LESS 4 DAYS)",95,1,,,0
9,DALYELL ROAD,STOCKWELL,,"UT 68 YEARS, GR £7 7S., R £32",255,0,-1,0.588235294,-0.530628251,0.417887628,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 51 YEARS, GR 7/7/0, WR 48/12/0",150,1,,,0
22,BROMLEY HALL ROAD,POPLAR,,"UT 77 YEARS, GR £4 5S.",215,0,-1,0.627906977,-0.46536325,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 59¼ YEARS, GR 4/5/0, WR 33/3/0",135,1
1,CRESCENT ROAD,WOOD GREEN,,,,0,0,0.942307692,-0.05942342,-0.074107972,-0.241162057,"UT 96 YEARS, GR £7, R £28",260,-1,"UT 81 YEARS, GR 5/10/0, YR 26/0/0",245,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
126,INGRAVE STREET,BATTERSEA,,,,0,0,1.633333333,0.490622916,0.15415068,0,"UT 78 YEARS, GR £5, WR £31 4S.",150,-1,"UT 76 YEARS, GR £5, R £36 8S.",245,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
131,DULWICH ROAD,HERNE HILL,,,,0,0,1.018181818,0.018018506,0,0,"UT 49 YEARS, GR £10, R £60",550,-1,"UT 48 YEARS, GR £10, R £60",560,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
14,BARING STREET,HOXTON,,,,0,0,1.06122449,0.059423421,0.293135923,0,"UT 35 YEARS, GR £4 5S., ER £32",245,-1,"UT 34 YEARS, GR £4 5S., WR £42 18S.",260,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
148,HIGH STREET,POPLAR,,,,0,0,1.076923077,0.074107972,0,,"F, R £26",325,-1,"F, R £26",350,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
16,COLERIDGE ROAD,FINSBURY PARK,,,,0,0,1,0,0,0,"UT 62 YEARS, GR £10 10S., YR £46",340,-1,"UT 61 YEARS, GR £10 10S., R £46",340,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
199,MAPLE ROAD,PENGE,,,,0,0,1.156462585,0.14536585,0,,"F, R £60",735,-1,"F, R £60",850,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
2,BOLINGBROKE ROAD,BATTERSEA,,,,0,0,1.014492754,0.014388738,0,,"UT 27 YEARS, GR £17, WR £27 6S.",138,-1,"UT 26 YEARS, GR £17S., WR £27 6S.",140,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
2,LLOYD SQUARE,PENTONVILLE,,,,0,0,0.825396825,-0.191891008,-0.105360516,0.09531018,"UT 19 YEARS, GR £7 10S., R £50",315,-1,"UT 19 YEARS, GR £8 5S., R £45",260,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
24,PORTLAND ROAD,NORWOOD,,,,0,0,1.25,0.223143551,0,,"F, R £65",960,-1,"F, R £65",1200,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
35,MALDEN ROAD,KENTISH TOWN,,,,0,0,0.925,-0.077961541,,0,"UT 47 YEARS, GR £8 8S., R £50",400,-1,"UT 47 YEARS, GR £8 8S., ER £50",370,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
456,KINGSLAND ROAD,KINGSLAND,,,,0,0,0.266666667,-1.32175584,0,,"UT 31 YEARS, GR £42, R £60",150,-1,"UT 30 YEARS, GR £42, YR £60",40,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
56,MILE END ROAD,MILE END,,,,0,0,0.869565217,-0.139761942,0.182321557,0,"UT 32 YEARS, GR £6 10S., R £50",460,-1,"UT 32 YEARS, GR £6 10S., ER £60",400,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
606,HIGH ROAD,LEYTONSTONE,,,,0,0,1.008849558,0.00881063,0,,"F, R £32",565,-1,"F, R £32",570,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
75,FRAMPTON PARK ROAD,HACKNEY,,,,0,0,0.953125,-0.048009219,-0.051293294,0,"UT 42 YEARS, GR £6, R £40",320,-1,"UT 40 YEARS, GR £6, YR £38",305,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
9,ALFRED PLACE,HAGGERSTON,,,,0,0,0.933333333,-0.068992871,0.175890667,,"F, WR £33 16S.",300,-1,"F, WR £40 6S.",280,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
98,RICHMOND ROAD,BARNSBURY,,,,0,0,0.974358974,-0.025975486,0,0,"UT 8 YEARS, GR £6 4S. 8D., WR £78",195,-1,"UT 8 YEARS, GR £6 4S. 8D., WR £78",190,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
99,HIGH ROAD,LEE,,,,0,0,1.086419753,0.08288766,0,0,"UT 55 YEARS, GR £2, YR £36",405,-1,"UT 54 YEARS, GR £2, R £36",440,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
109,OAKLEY STREET,LAMBETH,,,,0,0,1.084210526,0.080852097,0,,"F, ER £40",475,-1,,,0,"F, ER £40",515,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
228,EAST INDIA ROAD,POPLAR,,,,0,0,3.888888889,1.358123484,0.223143551,,"UT 16 YEARS, GR £33, R £80",360,-1,,,0,"F, ER £100",1400,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
25,BRUCE ROAD,HARLESDEN,,,,0,0,1.295454546,0.258861634,0.182321557,0,"UT 81 YEARS, GR £7, YR £30",220,-1,,,0,"UT 79 YEARS, GR £7, ER £36",285,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
299,KINGSLAND ROAD,KINGSLAND,,,,0,0,1,0,0,0,"UT 22 YEARS, GR £12 10S., YR £40",200,-1,,,0,"UT 20 YEARS, GR £12 10S., YR £40",200,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
32,NAVARINO ROAD,DALSTON,,,,0,0,1.222222222,0.200670696,0.136132174,0,"UT 55 YEARS, GR £6 5S., YR £48",450,-1,,,0,"UT 53 YEARS, GR £6 5S., ER £55",550,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
32,ST. MARY'S ROAD,CANONBURY,,,,0,0,1.25,0.223143551,-0.031252544,0,"UT 48 YEARS, GR £10, ER £65",500,-1,,,0,"UT 46 YEARS, GR £10, R £63",625,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
48,BENLEDI STREET,POPLAR,,,,0,0,1.2,0.182321557,,0,"UT 76 YEARS, GR £5 10S., ER £50",275,-1,,,0,"UT 74 YEARS, GR £5 10S., R £40",330,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
52,WEST HILL,SYDENHAM,,,,0,0,1.071428571,0.068992872,0,0,"UT 54 YEARS, GR £15, R £70",630,-1,,,0,"UT 52 YEARS, GR 15/0/0, R 70/0/0",675,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
75,WELLESLEY ROAD,CHISWICK,,,,0,0,1,0,-0.033901552,1.049822125,"UT 71 YEARS, GR £1 15S., R £30",290,-1,,,0,"UT 69 YEARS, GR £5, R £29",290,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
8,OXFORD TERRACE,ISLINGTON,,,,0,0,0.825396825,-0.191891008,0,0,"UT 356 YEARS, GR £8, YR £44",630,-1,,,0,"UT 353 YEARS, GR £8, R £44",520,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
9,AVENUE ROAD,BOW,,,,0,0,1.176470588,0.16251893,0.498753043,0,"UT 34 YEARS, GR £3 10S., R £30",340,-1,,,0,"UT 33 YEARS, GR £3 10S., WR £49 8S.",400,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
105,TREDEGAR ROAD,BOW,,,,0,0,1.288135593,0.253195896,,0,"UT 62 YEARS, GR £5, MT £39",295,-1,,,0,,,0,"UT 58 YEARS, GR 5/0/0",380,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
11,CESTER STREET,HAGGERSTON,,,,0,0,1.36,0.3074847,,0,"UT 44 YEARS, GR £4 10S., WR £26",125,-1,,,0,,,0,"UT 41 YEARS, GR 4/10/0",170,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
123,MOORE PARK ROAD,FULHAM,,,,0,0,1.123076923,0.116072171,0,0,"UT 69 YEARS, GR £5 5S., YR £35",325,-1,,,0,,,0,"UT 66 YEARS, GR 5/5/0, R 35/0/0",365,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
2,ATHERDEN ROAD,CLAPTON,,,,0,0,1.05,0.048790164,,0,"UT 90 YEARS, GR £5 5S., WR £32 10S.",200,-1,,,0,,,0,"UT 87½ YEARS, GR 5/5/0",210,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
2,WARWICK PLACE WEST MEWS,PIMLICO,,,,0,0,0.615384615,-0.485507816,,0,"UT 32 YEARS, GR £12, P",65,-1,,,0,,,0,"UT 29½ YEARS, GR 12/0/0",40,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
21,TRAFALGAR SQUARE,CHELSEA,,,,0,0,0.566666667,-0.567984038,,0,"UT 12 YEARS, GR £6",300,-1,,,0,,,0,"UT 8½ YEARS, GR 6/0/0",170,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
30,ARLINGFORD ROAD,BRIXTON,,,,0,0,1.272727273,0.241162057,,0,"UT 77 YEARS, GR £6 10S., WR £33 16S.",220,-1,,,0,,,0,"UT 74 YEARS, GR 6/10/0",280,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
31,ROLLO STREET,BATTERSEA,,,,0,0,1.352941177,0.302280872,,0,"UT 65 YEARS, GR £4, ER £44 4S.",255,-1,,,0,,,0,"UT 62½ YEARS, GR 4/0/0",345,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
35,GOLDNEY ROAD,PADDINGTON,,,,0,0,1.119047619,0.112477983,0,0,"UT 65 YEARS, GR £8, R £45",420,-1,,,0,,,0,"UT 62¾ YEARS, GR 8/0/0, R 45/0/0",470,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
6,COWPER ROAD,STOKE NEWINGTON,,,,0,0,0.985714286,-0.014388737,,-0.048790164,"UT 61 YEARS, GR £6 6S., WT £52",350,-1,,,0,,,0,"UT 56 YEARS, GR 6/0/0, R 52/0/0",345,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
10,WINDSOR ROAD,HOLLOWAY,,,,0,0,1.333333333,0.287682073,0.117783036,0,"UT 55 YEARS, GR £5, YR £32",285,-1,,,0,,,0,,,0,"UT 51 YEARS, GR £5, R £36",380,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
11,CESTER STREET,HAGGERSTON,,,,0,0,1.08,0.076961041,,0,"UT 44 YEARS, GR £4 10S., WR £26",125,-1,,,0,,,0,,,0,"UT 40 YEARS, GR £4 10S.",135,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
150,LEATHWAITE ROAD,CLAPHAM,,,,0,0,1.04,0.039220713,,0,"UT 87 YEARS, GR £6 10S., ER £30",250,-1,,,0,,,0,,,0,"UT 83 YEARS, GR £6 10S.",260,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3,GOLDINGTON CRESCENT,ST. PANCRAS,,,,0,0,1.083333333,0.080042708,,0,"UT 52 YEARS, GR £20, WT £87 2S.",300,-1,,,0,,,0,,,0,"UT 48½ YEARS, GR £20",325,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
35,MALDEN ROAD,KENTISH TOWN,,,,0,0,1.2625,0.233093882,0.039220713,-0.048790164,"UT 47 YEARS, GR £8 8S., R £50",400,-1,,,0,,,0,,,0,"UT 43½ YEARS, GR £8, R £52",505,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
42,EAST BANK,STAMFORD HILL,,,,0,0,1.326530612,0.282566972,0.223143551,0,"UT 90 YEARS, GR £7 10S., ER £48",490,-1,,,0,,,0,,,0,"UT 86 YEARS, GR £7 10S., ER £60",650,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
95,STAMFORD STREET,LAMBETH,,,,0,0,0.757575758,-0.277631737,0,0,"UT 12 YEARS, GR £14, ER £85",165,-1,,,0,,,0,,,0,"UT 8 YEARS, GR £14, ER £85",125,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,BLYTHE HILL,CATFORD,,,,0,0,0.86,-0.15082289,-0.028987537,,"F, ER £35",250,-1,,,0,,,0,,,0,,,0,"UT 67 YEARS, GR £7 10S., ER £34",215,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
141,LEWISHAM ROAD,LEWISHAM,,,,0,0,0.634920635,-0.454255272,0.09531018,0,"UT 19 YEARS, GR £4, R £40",315,-1,,,0,,,0,,,0,,,0,"UT 14 YEARS, GR £4, ER £44",200,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
17,GREAT CHARLOTTE STREET,BLACKFRIARS,,,,0,0,1.75,0.559615788,0.573345981,0,"UT 17 YEARS, GR £5 8S., R £62",200,-1,,,0,,,0,,,0,,,0,"UT 9½ YEARS, GR £5 8S., YR £110",350,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
22,TASMAN ROAD,STOCKWELL,,,,0,0,1.083333333,0.080042708,0.297251524,0,"UT 78 YEARS, GR £6 6S., QT £26",300,-1,,,0,,,0,,,0,,,0,"UT 72½ YEARS, GR £6 6S., ER £35",325,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
28,SUSANNAH STREET,POPLAR,,,,0,0,0.941176471,-0.060624622,0.080042708,,"F, WR £31 4S.",425,-1,,,0,,,0,,,0,,,0,"F, YR £33 16S.",400,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
31,MOSS STREET,BETHNAL GREEN,,,,0,0,1.127659575,0.120144312,0,,"F, WR £27 6S.",235,-1,,,0,,,0,,,0,,,0,"F, WR £27 6S.",265,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
31,MOSS STREET,BETHNAL GREEN,,,,0,0,0.883333333,-0.124052649,0,,"F, WR £27 6S.",300,-1,,,0,,,0,,,0,,,0,"F, WR £27 6S.",265,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
42,COMPTON ROAD,CANONBURY,,,,0,0,0.816,-0.203340924,0,,"UT 48 YEARS, GR NIL, ER £48",625,-1,,,0,,,0,,,0,,,0,"UT 42½ YEARS, GR NIL, YR £48",510,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
538,,COMMERCIAL ROAD EAST,,,,0,0,1.266666667,0.236388778,0,,"F, R £50",750,-1,,,0,,,0,,,0,,,0,"F, YR £50",950,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
55,ARUNDEL SQUARE,BARNSBURY,,,,0,0,1.034482759,0.033901552,0.080042708,0,"UT 61 YEARS, GR £8, ER £48",435,-1,,,0,,,0,,,0,,,0,"UT 56½ YEARS, GR £8, ER £52",450,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
67,MIDDLESEX STREET,ALDGATE,,,,0,0,1.047120419,0.046043939,0.492476485,,"F, R £55",1910,-1,,,0,,,0,,,0,,,0,"F, YR £90",2000,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
7,JOHNSON'S PLACE,PIMLICO,,,,0,0,0.883333333,-0.124052649,0.362447723,0,"UT 27 YEARS, GR £5, R £38",300,-1,,,0,,,0,,,0,,,0,"UT 22 YEARS, GR £5, WR £54 12S.",265,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
7,LANGHAM ROAD,TOTTENHAM,,,,0,0,1.051282051,0.050010421,0.040821995,0,"UT 80 YEARS, GR £5 10S., WR £31 4S.",195,-1,,,0,,,0,,,0,,,0,"UT 75 YEARS, GR £5 10S., WR £32 10S.",205,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
77,CHURCH STREET,STOKE NEWINGTON,,,,0,0,1.142857143,0.133531393,,0,"UT 42 YEARS, GR £5, YR £42",350,-1,,,0,,,0,,,0,,,0,"UT 37½ YEARS, GR £5, P",400,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
78,GREAT TITCHFIELD STREET,MARYLEBONE,,,,0,0,1.095890411,0.091567194,-0.257829109,0,"UT 31 YEARS, GR £20, ER £220",1460,-1,,,0,,,0,,,0,,,0,"UT 27 YEARS, GR £20, YR £170",1600,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
10,CESTER STREET,HAGGERSTON,,,,0,0,1.006451613,0.00643089,0,,"F, WR £36 8S.",310,-1,,,0,,,0,,,0,,,0,,,0,"F, WR £36 8S.",312,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
10,WESTDOWN ROAD,CATFORD,,,,0,0,1.025641026,0.025317808,0,0,"UT 76 YEARS, GR £8 10S., ER £45",390,-1,,,0,,,0,,,0,,,0,,,0,"UT 70 YEARS, GR £8 10S., ER £45",400,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
18,MOORE PARK ROAD,FULHAM,,,,0,0,1.2,0.182321557,0,0,"UT 47 YEARS, GR £7 5S., YR £50",400,-1,,,0,,,0,,,0,,,0,,,0,"UT 42 YEARS, GR £7 5S., YR £50",480,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
20,HIGHWEEK ROAD,TOTTENHAM,,,,0,0,1.094117647,0.089948237,0.090971778,0,"UT 81 YEARS, GR £4 10S., WR £27 6S.",170,-1,,,0,,,0,,,0,,,0,,,0,"UT 79 YEARS, GR £4 10S., WR £29 18S.",186,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
24,MOORE PARK ROAD,FULHAM,,,,0,0,1.046511628,0.045462374,0,-0.048790164,"UT 47 YEARS, GR £5 5S., WR £31 4S.",215,-1,,,0,,,0,,,0,,,0,,,0,"UT 41½ YEARS, GR £5, WR £31 4S.",225,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
5,TERRACE ROAD,HACKNEY,,,,0,0,0.9,-0.105360516,0,0,"UT 47 YEARS, GR £7, YR £40",400,-1,,,0,,,0,,,0,,,0,,,0,"UT 41¼ YEARS, GR £7, YR £40",360,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
121,PRIORY PARK ROAD,KILBURN,,,,0,0,1.2,0.182321557,0.111225635,0,"UT 90 YEARS, GR £6 6S., R £34",300,-1,,,0,,,0,,,0,,,0,,,0,,,0,"UT 82½ YEARS, GR £6 6S., YR £38",360,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
123,PRIORY PARK ROAD,KILBURN,,,,0,0,1.166666667,0.15415068,0.054067221,,"F, R £36",480,-1,,,0,,,0,,,0,,,0,,,0,,,0,"F, YR £38",560,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
16,BECKWAY STREET,WALWORTH,,,,0,0,0.88,-0.127833372,0.133531393,,"F, R £35",500,-1,,,0,,,0,,,0,,,0,,,0,,,0,"F, YR £40",440,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
23,HIGHBURY GROVE,HIGHBURY,,,,0,0,0.847328244,-0.165667122,0,,"F, ER £85",1310,-1,,,0,,,0,,,0,,,0,,,0,,,0,"F, ER £85",1110,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
32,CLARIBEL ROAD,BRIXTON,,,,0,0,0.78125,-0.246860078,0.054067221,0,"UT 16 YEARS, GR £5 5S., MT £36",160,-1,,,0,,,0,,,0,,,0,,,0,,,0,"UT 10 YEARS, GR £5 5S., YR £38",125,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
420,HIGH ROAD,TOTTENHAM,,,,0,0,1.097014925,0.092592787,0.405465108,,"C, YR £30",670,-1,,,0,,,0,,,0,,,0,,,0,,,0,"F, YR £45",735,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
43,LIBERIA ROAD,HIGHBURY,,,,0,0,1.051282051,0.050010421,0.146603474,0.068992872,"UT 87 YEARS, GR £7, R £38",390,-1,,,0,,,0,,,0,,,0,,,0,,,0,"UT 84 YEARS, GR £7 10S., ER £44",410,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
71,WHITE HART LANE,BARNES,,,,0,0,1,0,0,0,"UT 84 YEARS, GR £7, R £45",460,-1,,,0,,,0,,,0,,,0,,,0,,,0,"76¾ YEARS, GR £7, YR £45",460,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
9,MUSGRAVE CRESCENT,FULHAM,,,,0,0,1,0,0,0,"UT 69 YEARS, GR £2 5S. 6D., YR £32",400,-1,,,0,,,0,,,0,,,0,,,0,,,0,"UT 63 YEARS, GR £2 5S. 6D., YR £32",400,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
11,GOULTON ROAD,CLAPTON,,,,0,0,0.894736842,-0.111225635,-0.09531018,,"F, R £55",760,-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"F, YR £50",680,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
13,HARRINGTON STREET,HAMPSTEAD ROAD,,,,0,0,0.85106383,-0.161268148,,0,"UT 40 YEARS, GR £5 10S., R £55",705,-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 31 YEARS, GR £5 10S., P",600,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
155,ESTCOURT ROAD,FULHAM,,,,0,0,0.979166667,-0.021053409,0.068992872,0,"UT 90 YEARS, GR £6, WR £36 8S.",240,-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 82 YEARS, GR £6, WR £39",235,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
2,DEVONSHIRE ROAD,SOUTH LAMBETH,,,,0,0,1.072463768,0.069958589,0,,"F, QT £45",690,-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"F, YR £45",740,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
2,RUSHEY GREEN,CATFORD,,,,0,0,2.321428571,0.84218276,0.584933596,,"F, WR £39",560,-1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"F, YR £70 RISING TO £75 IN 1912 (FRONTAGE 20FT., LEASED UT 14 YEARS)",1300,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
