street_number,actual_street_name,Suburb,price_realised_1895,details_1896,price_realised_1896,d_1895,d_1896,price_ratio,lprice_diff,lrents_diff,lgroundrents_diff,details_1897,price_realised_1897,d_1897,details_1898,price_realised_1898,d_1898,details_1899,price_realised_1899,d_1899,details_1900,price_realised_1900,d_1900,details_1901,price_realised_1901,d_1901,details_1902,price_realised_1902,d_1902,details_1903,price_realised_1903,d_1903,details_1904,price_realised_1904,d_1904,details_1905,price_realised_1905,d_1905,details_1906,price_realised_1906,d_1906,details_1907,price_realised_1907,d_1907,details_1908,price_realised_1908,d_1908,details_1909,price_realised_1909,d_1909,details_1910,price_realised_1910,d_1910,details_1911,price_realised_1911,d_1911,details_1912,price_realised_1912,d_1912,details_1913,price_realised_1913,d_1913,details_1914,price_realised_1914,d_1914
284,ESSEX ROAD,ISLINGTON,265,,,-1,0,0.169811321,-1.773067336,-0.16907633,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 8¾ YEARS, GR NIL, ER 38/0/0",45,1,,,0,,,0,,,0,,,0,,,0
29,BALMES ROAD,DE BEAUVOIR TOWN,310,,,-1,0,0.451612903,-0.794929875,-0.014598799,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 19 YEARS, GR 4/0/0, YR 34/0/0",140,1,,,0,,,0,,,0,,,0,,,0
234,CAMBERWELL ROAD,CAMBERWELL,450,,,-1,0,0.133333333,-2.014903021,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 9 YEARS, GR 5/6/8, YR 30/0/0",60,1,,,0,,,0,,,0
86,FERRIER STREET,WANDSWORTH,245,,,-1,0,0.714285714,-0.336472237,-0.080042708,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 65½ YEARS, GR 5/5/0, YR 30/0/0",175,1,,,0,,,0,,,0
11,HARLEY STREET,BOW,260,,,-1,0,0.211538462,-1.553348446,0.197825743,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 14 YEARS, GR 5/5/0, WR 39/0/0",55,1,,,0,,,0
32,SMITH STREET,CHELSEA,830,,,-1,0,0.843373494,-0.170345366,0.576857594,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"F, WR 81/18/0",700,1,,,0,,,0
35,WEBBER STREET,BLACKFRIARS,350,,,-1,0,1.157142857,0.145953913,0.693147181,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"F, WR 52/0/0",405,1,,,0,,,0
4,OLD ROAD,ROTHERHITHE,250,,,-1,0,0.68,-0.385662481,1.441019261,-0.78845736,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 38 YEARS, GR 2/10/0, WR 33/16/0",170,1,,,0,,,0
7,BAYFORD STREET,HACKNEY,285,,,-1,0,0.631578947,-0.459532329,0.215708573,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 59 YEARS, GR 5/0/0, WR 33/10/0",180,1,,,0,,,0
52,LANDSEER ROAD,HOLLOWAY,300,,,-1,0,0.566666667,-0.567984038,-0.057158414,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 45 YEARS, GR 5/5/0, YR 34/0/0",170,1,,,0
121,GROSVENOR PARK,CAMBERWELL,,"UT 23 YEARS, GR £5 15S.",300,0,-1,0.95,-0.051293294,,0,"UT 23 YEARS, GR £5 15S., ER £55",285,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
155,ESTCOURT ROAD,FULHAM,,"F, WR £36 8S. PA",320,0,-1,0.75,-0.287682072,0,,"UT 90 YEARS, GR £6, WR £36 8S.",240,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
176,,DRURY LANE,,"UT 81 YEARS, GR 1D.",815,0,-1,1.202453988,0.184364458,,,"F, YR £60",980,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3,ROSEBANK ROAD,BOW,,"F, R £37",570,0,-1,1.298245614,0.261013825,0,,"F, R £37",740,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
36,STAMFORD STREET,BLACKFRIARS,,"F, WT £84 10S.",750,0,-1,0.873333333,-0.135437971,,,"F, WT £85 16S.",655,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
43,ST. STEPHEN'S ROAD,BOW,,"F, YR £33",450,0,-1,1.177777778,0.163629424,0.087011377,,"F, YR £36",530,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
70,MURIEL STREET,BARNSBURY,,"F, ER £26",65,0,-1,2.538461539,0.931558204,0.182321557,,"UT 61 YEARS, GR £5, WR £31 4S.",165,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
74,IFIELD ROAD,BROMPTON,,"UT 70 YEARS, GR £7 10S., R £45",365,0,-1,0.97260274,-0.027779564,0,0,"UT 70 YEARS, GR £7 10S., R £45",355,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
90,FAIRLOP ROAD,LEYTONSTONE,,"UT 89 YEARS, GR £6 13S. 4D., ER £35",275,0,-1,0.945454546,-0.056089467,0.028170877,0,"UT 86 YEARS, GR £6 13S. 4D., ER £36",260,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
105,RAMSDEN ROAD,BALHAM,,"UT 80 YEARS, GR £13",140,0,-1,1,0,,0,,,0,"UT 78 YEARS, GR £13, YR £32",140,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
11,UFTON ROAD,DE BEAUVOIR TOWN,,"UT 22 YEARS, GR £3 15S., MT £32",200,0,-1,1.225,0.202940844,0,0,,,0,"UT 20 YEARS, GR £3 15S., MT £32",245,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
136,GROVE ROAD,VICTORIA PARK,,"UT 47 YEARS, GR £4, ER £36",350,0,-1,1.085714286,0.082238098,0,0,,,0,"UT 45 YEARS, GR 4/0/0, ER 36/0/0",380,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
195,HOLLOWAY ROAD,HOLLOWAY,,"UT 38 YEARS, GR £36, ER £65",18,0,-1,5,1.609437912,,,,,0,"A PROFIT RENTAL OF £14, FOR 36 YEARS",90,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
27,BURNABY STREET,CHELSEA,,"UT 82 YEARS, GR £6 10S., WT £55 18S. PA",345,0,-1,1.130434783,0.122602322,,0,,,0,"UT 79 YEARS, GR £6 10S., WR £55 18S.",390,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
38,BARTHOLOMEW CLOSE,CITY,,"F, R £55",1050,0,-1,1.161904762,0.150060695,-0.09531018,,,,0,"F, R £50",1220,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4,STADIUM STREET,CHELSEA,,"UT 82 YEARS, GR £5, ER £32",250,0,-1,1.24,0.21511138,0.117783036,0.182321557,,,0,"UT 80 YEARS, GR £6, ER £36",310,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
49,BRACKENBURY ROAD,HAMMERSMITH,,"UT 67 YEARS, GR £5, R £30",230,0,-1,1.086956522,0.083381609,0,0,,,0,"UT 64 YEARS, GR £5, R £30",250,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
60,LOWDEN ROAD,HERNE HILL,,"UT 70 YEARS, GR £5, R £26",250,0,-1,1.08,0.076961041,0,0,,,0,"UT 67 YEARS, GR £5, R £26",270,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
65,CLOUDESLEY ROAD,ISLINGTON,,"F, R £30",330,0,-1,1.151515152,0.141078598,0,,,,0,"F, MT £30",380,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
73,DEVONSHIRE ROAD,HOLLOWAY,,"UT 55 YEARS, GR £5 5S., R £30",275,0,-1,1.181818182,0.167054085,0.125163143,0,,,0,"UT 53 YEARS, GR £5 5S., QT £34",325,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
81,ALDERSGATE STREET,CITY,,"F, R £200",5120,0,-1,0.953125,-0.048009219,0,,,,0,"F, R £200",4880,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
93,FOREST ROAD,DALSTON,,"UT 56 YEARS, GR £9, R £42",390,0,-1,1.038461539,0.037740328,0,0,,,0,,,0,"UT 52 YEARS, GR £9, R £42",405,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
11,OXFORD ROAD,ISLINGTON,,"UT 20 YEARS, GR £2 5S., MT £21 12S.",125,0,-1,1.24,0.21511138,0.105360516,0,,,0,,,0,,,0,"UT 26 YEARS, GR 2/5/0, R 24/0/0",155,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
16,MEDINA ROAD,HOLLOWAY,,"UT 60 YEARS, GR £4 10S., R £30",305,0,-1,1.196721312,0.179585577,0.125163143,0,,,0,,,0,,,0,"UT 60 YEARS, GR 4/10/0, R 34/0/0",365,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
17,BENWELL ROAD,HOLLOWAY,,"UT 67 YEARS, GR £8, R £40",330,0,-1,1.333333333,0.287682073,0.09531018,0,,,0,,,0,,,0,"UT 63 YEARS, GR 8/0/0, R 44/0/0",440,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
2,PORTLAND ROAD,CANNING TOWN,,"UT 81 YEARS, GR £4, WR £26",70,0,-1,2.928571429,1.074514737,,0,,,0,,,0,,,0,"UT 77½ YEARS, GR 4/0/0",205,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
31,BARROW HILL ROAD,ST. JOHN'S WOOD,,"UT 31 YEARS, GR £5 10S., WT £54 12S.",310,0,-1,1.080645161,0.077558234,,0,,,0,,,0,,,0,"UT 27 YEARS, GR 5/10/0",335,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
35,DISRAELI ROAD,EALING,,"UT 97 YEARS, GR £10, R £40",370,0,-1,0.675675676,-0.392042088,-0.133531393,0,,,0,,,0,,,0,"UT 92 YEARS, GR 10/0/0, R 35/0/0",250,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
35,LAWRENCE ROAD,BOW,,"UT 51 YEARS, GR £4, R £30",355,0,-1,0.873239437,-0.135545492,0,0,,,0,,,0,,,0,"UT 47½ YEARS, GR 4/0/0, R 30/0/0",310,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
52,WELLESLEY ROAD,KENTISH TOWN,,"UT 69 YEARS, GR £6, R £36",245,0,-1,1.244897959,0.219053566,0,0,,,0,,,0,,,0,"UT 65 YEARS, GR 6/0/0, R 36/0/0",305,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
62,SUTHERLAND AVENUE,MAIDA VALE,,"UT 67 YEARS, GR £11, ER £75",600,0,-1,1.166666667,0.15415068,-0.143100844,0,,,0,,,0,,,0,"UT 63 YEARS, GR 11/0/0, ER 65/0/0",700,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
78,PARK STREET,STOKE NEWINGTON,,"UT 52 YEARS, GR £2 1S. 3D., YR £26",230,0,-1,1.413043478,0.345745873,0.268263987,0,,,0,,,0,,,0,"UT 47½ YEARS, GR 2/1/3, ER 34/0/0",325,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
8,MARKET STREET,POPLAR,,"UT 32 YEARS, GR £2 15S., WR £27 6S.",135,0,-1,1.333333333,0.287682073,,0,,,0,,,0,,,0,"UT 30 YEARS, GR 2/15/0",180,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
9,BODDY'S BRIDGE,BLACKFRIARS,,"F, WR £26",235,0,-1,0.85106383,-0.161268148,,,,,0,,,0,,,0,F,200,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
93,FOREST ROAD,DALSTON,,"UT 56 YEARS, GR £9, R £42",390,0,-1,1.205128205,0.186585956,0.068992872,0,,,0,,,0,,,0,"UT 51½ YEARS, GR 9/0/0, R 45/0/0",470,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
10a,BRUNSWICK ROAD,TOTTENHAM,,"F, WR £28 12S.",280,0,-1,1.160714286,0.149035579,0.241162057,,,,0,,,0,,,0,,,0,"F, R £36 8S.",325,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
12,PARK ROAD,DULWICH,,"UT 37 YEARS, GR £9 10S., R £53",300,0,-1,1.5,0.405465108,,0,,,0,,,0,,,0,,,0,"UT 32 YEARS, GR £9 10S.",450,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
149,NEW CHURCH ROAD,CAMBERWELL,,"F, WR £27 6S.",250,0,-1,1.28,0.246860078,,,,,0,,,0,,,0,,,0,F,320,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
19,VICTORIA GROVE,STOKE NEWINGTON,,"UT 14 YEARS, GR £5 5S.",190,0,-1,1.210526316,0.191055237,,0,,,0,,,0,,,0,,,0,"UT 9¼ YEARS, GR £5 5S.",230,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
29,PYRLAND ROAD,CANONBURY,,"UT 53 YEARS, GR £6 6S., R £45",375,0,-1,1.12,0.113328685,0,0,,,0,,,0,,,0,,,0,"UT 49 YEARS, GR £6 6S., R £45",420,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
33,ARDLEIGH ROAD,DE BEAUVOIR TOWN,,"UT 30 YEARS, GR £5, ER £48",380,0,-1,1.157894737,0.146603474,,0,,,0,,,0,,,0,,,0,"UT 25 YEARS, GR £5",440,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
34,WHARTON STREET,PENTONVILLE,,"UT 31 YEARS, GR £6, ER £45",220,0,-1,1.363636364,0.310154928,,0,,,0,,,0,,,0,,,0,"UT 26 YEARS, GR £6",300,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
83,MANN STREET,WALWORTH,,"UT 55 YEARS, GR 4/5/0",340,0,-1,1.102941177,0.097980408,,0,,,0,,,0,,,0,,,0,"UT 50 YEARS, GR £4 5S., ER £34",375,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
119,SUNDERLAND ROAD,FOREST HILL,,"UT 63 YEARS, GR £10, ER £80",577,0,-1,0.901213172,-0.104013455,,0,,,0,,,0,,,0,,,0,,,0,"UT 57 YEARS, GR £10, P",520,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
29,FERNSHAW ROAD,CHELSEA,,"UT 64 YEARS, GR £10, YR £35",240,0,-1,1.5,0.405465108,0,0,,,0,,,0,,,0,,,0,,,0,"UT 59 YEARS, GR £10, YR £35",360,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
34,FOREST ROAD,FOREST GATE,,"F, MT £28",330,0,-1,0.984848485,-0.015267472,0,,,,0,,,0,,,0,,,0,,,0,"F, ER £28",325,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4,EVERILDA STREET,BARNSBURY,,"UT 44 YEARS, GR £5 5S., MT £39 12S.",325,0,-1,0.769230769,-0.262364264,-0.152468594,0,,,0,,,0,,,0,,,0,,,0,"UT 38 YEARS, GR £5 5S., YR £34",250,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
56,HOMEFIELD ROAD,CHISWICK,,"UT 94 YEARS, GR £7, ER £55",435,0,-1,1.275862069,0.243622083,-0.200670695,0.251314428,,,0,,,0,,,0,,,0,,,0,"UT 88 YEARS, GR £9, YR £45",555,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
16,BLOMFIELD STREET,PADDINGTON,,"UT 46 YEARS, GR £7 7S.",400,0,-1,1.075,0.072320662,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 39½ YEARS, GR £7 7S., ER £60",430,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
2,PORTLAND STREET,SOHO,,"F, R £65",875,0,-1,1.542857143,0.433635985,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"F, YR £65",1350,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
21,GILLINGHAM STREET,PIMLICO,,"UT 28½ YEARS, GR £5 YR £75",450,0,-1,0.966666667,-0.033901552,-0.143100844,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 20 YEARS, GR £5, YR £65",435,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
51,LYNTON ROAD,BERMONDSEY,,"UT 33 YEARS, GR £4, R £40",325,0,-1,0.815384615,-0.204095356,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 25½ YEARS, GR £4, YR £40",265,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
59,TUFNELL PARK ROAD,HOLLOWAY,,"UT 68 YEARS, GR £8, YR £42",410,0,-1,1.073170732,0.070617567,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 59½ YEARS, GR £8, P",440,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
155,ESTCOURT ROAD,FULHAM,,"F, WR £36 8S. PA",320,0,-1,0.734375,-0.308735482,0.068992872,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 82 YEARS, GR £6, WR £39",235,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
182,HIGHBURY NEW PARK,HIGHBURY,,"UT 53 YEARS, GR £15, R £85",485,0,-1,0.773195876,-0.257222865,-0.125163143,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 44 YEARS, GR £15, ER £75",375,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
43,CLAYBROOKE ROAD,FULHAM,,"UT 499 YEARS, GR £7, R £31 4S.",195,0,-1,1.128205128,0.120627988,0.080042708,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 487 YEARS, GR £7, WR £33 16S.",220,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
52,MARGARET STREET,CLERKENWELL,,"UT 19 YEARS, GR £5, YR £36",165,0,-1,0.575757576,-0.552068582,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 10½ YEARS, GR £5, YR £36",95,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
63,MARLBOROUGH ROAD,HOLLOWAY,,"F, R £40",635,0,-1,0.866141732,-0.143706721,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"F, YR £40",550,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
71,MEDIAN ROAD,CLAPTON,,"UT 72 YEARS, GR £6, ER £30",325,0,-1,1.015384615,0.015267472,0.182321557,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 63 YEARS, GR £6, YR £36",330,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
23,LANGHAM ROAD,TOTTENHAM,,"UT 81 YEARS, GR £6 10S., QT £26",195,0,-1,1.307692308,0.268263987,0.268263987,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 71 YEARS, GR £6 10S., ER £34",255,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
31,BLESSINGTON ROAD,LEE,,"UT 56 YEARS, GR £12, ER £60",300,0,-1,0.5,-0.693147181,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 46¼ YEARS, GR £12, ER £60",150,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
87,UPPER TULSE HILL,BRIXTON,,"UT 50 YEARS, GR £16 10S., R £175",2000,0,-1,0.6875,-0.374693449,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 39 YEARS, GR £16 10S., P",1375,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
121,ENGLEFIELD ROAD,ISLINGTON,,"UT 42 YEARS, GR £6, YR £46",400,0,-1,0.7375,-0.304489191,0.042559614,0.040821995,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 34 YEARS, GR £6 5S., YR £48",295,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0
37,ST. AGNES PLACE,KENNINGTON,,"F, YR £40",625,0,-1,0.96,-0.040821995,0.117783036,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"F, YR £45",600,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0
9,BOXWORTH GROVE,BARNSBURY,,"UT 40 YEARS, GR £8, YR £40",320,0,-1,0.71875,-0.330241687,0.117783036,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 29 YEARS, GR £8, YR £45",230,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0
12,NETTLETON ROAD,NEW CROSS,,"UT 49 YEARS, GR £4 10S., YR £32",315,0,-1,0.650793651,-0.42956266,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 36½ YEARS, GR 4/10/0, YR 32/0/0",205,1,,,0,,,0,,,0,,,0,,,0,,,0
82,WENLOCK STREET,HOXTON,,"UT 45 YEARS, GR £5 5S. R £36",335,0,-1,0.805970149,-0.215708573,0.054067221,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 33 YEARS, GR 5/5/0, ER 38/0/0",270,1,,,0,,,0,,,0,,,0,,,0
14,HIGH STREET,PLAISTOW,,"F, R £50",785,0,-1,0.719745223,-0.328857987,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"F, YR £50 (REPAIRING LEASE, UT 9 YEARS)",565,1,,,0,,,0,,,0,,,0
161,DEVONSHIRE ROAD,FOREST HILL,,"UT 71 YEARS, GR £6, P",410,0,-1,0.402439024,-0.910211686,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 58 YEARS, GR £6, P",165,1,,,0,,,0,,,0,,,0
8,GREVILLE PLACE,MAIDA VALE,,"UT 22 YEARS, GR £14, ER £90",540,0,-1,2.148148148,0.764606145,0.510825624,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 85 YEARS, GR £27, ER £150",1160,1,,,0,,,0,,,0,,,0
85,SIDNEY STREET,MILE END,,"UT 2 YEARS, GR £2 10S., R £20",13,0,-1,1.769230769,0.570544859,0.792992516,-0.916290732,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 7¾ YEARS, GR £12 WR £44 4S.",23,1,,,0,,,0,,,0,,,0
103,TANNER'S HILL,DEPTFORD,,"UT 41 YEARS, GR £2, WR £26",160,0,-1,0.7625,-0.271152771,0.048790164,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 26½ YEARS, GR 2/0/0, WR 27/6/0",122,1,,,0,,,0,,,0
15,ERSKINE ROAD,WALTHAMSTOW,,"UT 93 YEARS, GR £5, R £26 8S.",195,0,-1,0.794871795,-0.229574442,0.167054085,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 78 YEARS, GR 5/0/0, WR 31/4/0",155,1,,,0,,,0,,,0
186,UPPER THAMES STREET,CITY,,"F, R £70",1800,0,-1,0.111111111,-2.197224577,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,PROFIT RENTAL OF 65/0/0 FOR 7¼ YEARS,200,1,,,0,,,0,,,0
234,CAMBERWELL ROAD,CAMBERWELL,,"UT 24 YEARS, GR £5 6S. 8D., R £48",430,0,-1,0.139534884,-1.969440646,-0.470003629,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 9 YEARS, GR 5/6/8, YR 30/0/0",60,1,,,0,,,0,,,0
33,ARLINGFORD ROAD,BRIXTON,,"UT 78 YEARS, GR £6 10S., WR £36 8S.",210,0,-1,0.761904762,-0.271933715,0.133531393,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"UT 63 YEARS, GR 6/10/0, WR 41/12/0",160,1,,,0,,,0,,,0
